geo_country,lat,geo_loc_str,long
Australia,-32.006204,Rottnest Island Western Australia AUSTRALIA,115.5123398
United States,44.6367836,"Newport, Lincoln County Oregon USA",-124.05345049999998
Australia,-37.8902265,Elwood Beach Victoria AUSTRALIA,144.9845562
United States,28.3922182,Cape Canaveral Florida USA,-80.60771319999998
United States,45.9931636,Seaside Oregon USA,-123.9226385
Australia,-31.9938622,Cottesloe Beach Western Australia AUSTRALIA,115.7510477
Thailand,,,
United States,27.5041264,"Santa Maria Island, Manatee County Florida USA",-82.7144811
United States,30.246036100000005,"Gulf Shores, Baldwin County Alabama USA",-87.70081929999998
Puerto Rico,18.4919313,Hatillo Beach Puerto Rico USA,-66.7934203
,,Playa Jackson  Samaná Province DOMINICAN REPUBLIC,
South Africa,-34.1324136,Clovely Beach Western Cape Province SOUTH AFRICA,18.4392886
United States,27.5041264,"Santa Maria Island, Manatee County Florida USA",-82.7144811
United States,33.8160058,"North Myrtle Beach, Horry County South Carolina USA",-78.68001600000002
United States,22.0964396,Kauai Hawaii USA,-159.52612380000005
,-21.0272603,Boucan-Canot Saint-Gilles REUNION,55.22652489999999
Kenya,-4.067998200000001,"Mama Ngina Beach, Mombasa  Coast Province KENYA",39.6800591
United States,29.0258191,New Smyrna Beach Florida USA,-80.9269984
United States,40.80628129999999,"Samoa Beach, Humboldt County California USA",-124.1991726
,,"Hula, near Port Moresby Central Province PAPUA NEW GUINEA",
United States,21.299765,"Nimitz State Beach, Oahu Hawaii USA",-158.0666611
Australia,-33.5426804, Bunker Bay Western Australia AUSTRALIA,115.0391851
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.76886,Crescent Beach St. Johns County Florida USA,-81.2536786
,,Fantome Island Queensland AUSTRALIA,
,,"Grass Island, Aransas County Texas USA",
Russia,42.8711878,Slavyanka Primorsky Krai RUSSIA,131.3784441
United States,35.2669848,"Buxton Beach, Dare County North Carolina USA",-75.52167850000002
United States,33.9135061,Holden Beach. Brunswick County North Carolina USA,-78.3038892
South Africa,-34.0506405,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay Western Cape Province SOUTH AFRICA",23.3776047
,,"Zheltukhin Island Peter the Great Bay, Khasan, Primorsky Krai (Far East) RUSSIA",
United States,33.9968399,"Kure Beach, New Hanover County North Carolina USA",-77.90720809999998
United States,34.2085036,"Wrightsville Beach, New Hanover County North Carolina USA",-77.7963709
,,"Vityaz Telyakovsky Bay, Khasan,  Primorsky Krai (Far East) RUSSIA",
French Polynesia,-16.7613013,"Teahupoo, Tahiti Society Islands FRENCH POLYNESIA",-151.443589
Puerto Rico,18.1262854, Vieques Puerto Rico USA,-65.44009849999999
Seychelles,-4.2956772,Anse Lazio  Praslin SEYCHELLES,55.7043669
United States,33.689060299999994,"Myrtle Beach, Horry County South Carolina USA",-78.8866943
United States,34.6937732,Beaufort Inlet North Carolina USA,-76.6663185
Seychelles,-4.2956772,Anse Lazio  Praslin SEYCHELLES,55.7043669
Brazil,-8.095158699999999,Praia do Pina Pernambuco BRAZIL,-34.8820633
Thailand,,,
United States,39.3822537,"Egg Harbor, Atlantic County New Jersey USA",-74.6166192
South Africa,-32.826679,"Cintza Beach, East London Eastern Cape Province SOUTH AFRICA",28.118618
United States,35.1146152,"Ocracoke Island, Hyde County North Carolina USA",-75.9810097
Réunion,-21.0567019,Brisants.  Saint-Gilles REUNION,55.2228534
United States,26.1118401,"South Padre Island, Cameron County Texas USA",-97.1681257
The Bahamas,26.659447,Off Lucaya Grand Bahama Island BAHAMAS,-78.52065
United States,28.1688928,"Sunday Beach, Matagorda Island, Calhoun  County Texas USA",-96.7386946
United States,27.710394399999995,"Mustang Island, Nueces County Texas USA",-97.1628647
Reunion,-21.0536395,Roches Noires Saint-Gilles REUNION,55.22350400000001
Colombia,9.90626,"Libertad, San Onofre Sucre COLUMBIA",-75.58555000000001
Turks and Caicos Islands,21.8358394,Mudjin Harbor Middle Caicos TURKS & CAICOS,-71.8139913
Brazil,-8.095158699999999,Praia do Pina Pernambuco BRAZIL,-34.8820633
,,Aliwal Shoal KwaZulu-Natal SOUTH AFRICA,
United States,33.3728077,"San Onofre State Beach, San Diego County California USA",-117.56560120000002
United States,30.3035037,"Perdido Key, Escambia County Florida USA",-87.42731719999998
Turks and Caicos Islands,21.5,French Cay Caicos Bank TURKS & CAICOS,-72.25
Costa Rica,10.323483,Playa Grande Guanacaste COSTA RICA,-85.8419052
,-21.0272603,Boucan-Canot Saint-Gilles-les-Bains REUNION,55.22652489999999
United Kingdom,50.20838579999999,St. Ives Cornwall UNITED KINGDOM,-5.490886400000001
United States,26.9443142,"Off Jupiter Inlet, Palm Beach County Florida USA",-80.07235990000002
,,Albuquerque Cay San Andrés archipelago COLUMBIA,
United States,32.832811199999995,"La Jolla, San Diego County California USA",-117.2712717
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Malaysia,6.3187760000000015,Palau Payar Kedah MALAYSIA,99.851614
United States,29.0424663,"Follett's Island, Brazoria County Texas USA",-95.1696535
South Africa,-34.07614,Robberg Beach Western Cape Province SOUTH AFRICA,23.37059
United States,19.7227417,"Lyman Beach, Kailua-Kona Hawaii USA",-155.97456780000005
,,"Lyman Beach, Kailua-Kona Hawaii USA",
,,Levan Point KwaZulu-Natal SOUTH AFRICA,
United States,30.2400058,"Ponte Vedra Beach, St Johns County Florida USA",-81.3852595
,,Kendec North Province NEW CALEDONIA,
United States,29.2858129,"Ormond Beach, Volusia County Florida USA",-81.05588940000001
United States,25.7616798,Miami Florida USA,-80.1917902
,,Khor Fakkan  Umm al Qaywayan Province UNITED ARAB EMIRATES (UAE),
South Africa,-30.9784875,Palm Beach KwaZulu-Natal SOUTH AFRICA,30.2714642
United States,26.7753405,"Riviera Beach, Palm Beach County Florida USA",-80.05809690000002
Australia,-27.7277776,Red Bluffs Western Australia AUSTRALIA,114.1546986
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
New Zealand,-41.2132415,Snapper Point South Island NEW ZEALAND,173.8946867
Indonesia,-8.503113299999999,Balian Bali INDONESIA,114.9655596
Fiji,-17.320139,"Malake Island, Ra Province Vitu Levu FIJI",178.14133869999995
United States,28.597701,Matagorda Beach Texas USA,-95.9764096
Mexico,21.1384754,"Gaviotas Beach, Cancun Quintana Roo MEXICO",-86.76789690000004
Australia,-31.844324100000005,Crowdy Head New South Wales AUSTRALIA,152.72650990000002
Thailand,,,
Thailand,,,
Australia,-32.678435,"Jimmys Beach, Port Stephens New South Wales AUSTRALIA",152.17838600000005
Australia,-28.6524251,"Tallow Beach, Byron Bay New South Wales AUSTRALIA",153.62793369999997
Australia,-27.480524600000006,Between  Queensland AUSTRALIA,153.012252
,,"Bay of Bweedro, Ouvéa  Loyalty Islands NEW CALEDONIA",
Reunion,-21.0495695,Trois-Roches Saint Gilles  REUNION,55.22214880000001
,,Off Perforated Island near Coffin Bay South Australia AUSTRALIA,
Australia,-26.407,Sunshine Beach Queensland AUSTRALIA,153.105
Australia,-21.944526100000004,Exmouth Western Australia AUSTRALIA,114.1313015
Mexico,18.8368255,"Manzanillo, Revillagigedo Islands Colima MEXICO",-112.7727754
,,"Sundays River Mouth, Port Elizabeth Eastern Cape Province SOUTH AFRICA",
Mexico,21.161908,Cancun Quintana Roo MEXICO,-86.85152790000002
Mexico,18.8368255,Revillagigedo Islands Colima MEXICO,-112.7727754
United States,26.7939374,Tiger Beach West End BAHAMAS,-80.0547103
Australia,-28.2748222,Cudgen Creek  New South Wales AUSTRALIA,153.57470969999997
South Africa,-31.64093710000001,"Second Beach, Port St. John's Eastern Cape Province SOUTH AFRICA",29.5299196
Mexico,18.2713888,Xcalak  Quintana Roo MEXICO,-87.83583329999998
Australia,-33.6554927,Busselton Western Australia AUSTRALIA,115.35001880000002
Mexico,29.05252029999999,Guadalupe Island Baja California MEXICO,-118.2760503
Egypt,27.9158175,Sharm-el-Sheikh South Sinai Peninsula EGYPT,34.3299505
United States,20.889335100000004," Kahului, Maui Hawaii USA",-156.4729469
Fiji,-18.1416372,Sigatoka Vitu Levu FIJI,177.5074315
,,"Tavares Bay, Maui Hawaii USA",
,,"Middle Garden, Sharm el-Shiekh South Sinai Peninsula EGYPT",
Indonesia,-8.503113299999999,Balian Bali INDONESIA,114.9655596
Egypt,27.9642893,"Ras Nasrani, Sharm el-Sheikh South Sinai Peninsula EGYPT",34.4173373
Egypt,27.9642893,"Ras Nasrani, Sharm el-Sheikh South Sinai Peninsula EGYPT",34.4173373
Egypt,27.929340000000003,"Coral Bay, Sharm el-Sheikh South Sinai Peninsula EGYPT",34.363620000000004
Egypt,27.929340000000003,"Coral Bay, Sharm el-Sheikh South Sinai Peninsula EGYPT",34.363620000000004
Thailand,,,
Australia,-34.450121,Native Dog Beach Western Australia AUSTRALIA,119.3560222
Thailand,,,
Thailand,,,
Indonesia,-8.503113299999999,Balian Bali INDONESIA,114.9655596
Australia,-32.12095789999999,Between Carnac and Garden Islands Western Australia AUSTRALIA,115.6620901
Australia,-32.204325399999995,Off Garden Island Western Australia AUSTRALIA,115.6776274
Australia,-34.88414,Cheynes Beach Western Australia AUSTRALIA,118.404629
United States,43.9826214,Florence Oregon USA,-124.099841
,,,
,,"Burnt Cove near Eastport, Washington County Maine USA",
Australia,-30.8277891,Wedge Island Western Australia AUSTRALIA,115.1879896
United States,34.6826025,"Surf Beach, Vandenberg AFB, Santa Barbara County California USA",-120.6063256
Egypt,27.956278,Sharm el-Sheikh  South Sinai Peninsula EGYPT,34.392363
Australia,-30.0775456,Mullaway Headland New South Wales AUSTRALIA,153.2031795
Thailand,,,
The Bahamas,26.52594,Elbow Cay Abaco Islands BAHAMAS,-76.9686267
South Africa,-34.107491100000004,"Melkbaai, Strand Western Cape Province SOUTH AFRICA",18.8210042
United States,43.67706079999999,Winchester Bay Oregon USA,-124.1748369
United States,36.745984,Sandridge Beach Virginia USA,-75.9440944
South Africa,-34.6841036,Between Dyer Island and Pearly Beach Western Cape Province SOUTH AFRICA,19.4147569
Australia,-29.3874961,Fraser's Reef New South Wales AUSTRALIA,153.363572
United States,29.9012437,"St. Augustine, St. John's County Florida USA",-81.31243409999998
Thailand,,,
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Thailand,,,
,,"Off Jaws Beach, New Providence Island Exuma Islands BAHAMAS",
United States,29.76886,Crescent Beach St. Johns County Florida USA,-81.2536786
Australia,-33.85,Cowaramup Bay Western Australia AUSTRALIA,115.11
United States,37.18292020000001,"Pigeon Point, San Mateo County California USA",-122.3928022
Australia,-19.366087,"Three Mile Creek, Townsville Queensland AUSTRALIA",146.7303911
South Korea,33.4996213,Jeju Island Jeju Province SOUTH KOREA,126.5311884
Australia,-31.1861501,Crescent Head New South Wales AUSTRALIA,152.9132368
United States,34.270811200000004,"Figure Eight Island, Wilmington, New Hanover County North Carolina USA",-77.74880929999998
Thailand,,,
United States,28.9491539,"Bethune Beach, Volusia County Florida USA",-80.83783000000003
,,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County California USA",
United States,30.1615437,"Micklers Landing, St. Johns County Florida USA",-81.35733570000002
United States,32.8194131,"Isle of Palms, Charleston County South Carolina USA",-79.7343791
United States,30.2841224,"Jacksonville Beach, Duval County Florida USA",-81.3961338
United States,33.689060299999994,Myrtle Beach South Carolina USA,-78.8866943
United States,34.2085036,"Wrightsville Beach, New Hanover County North Carolina USA",-77.7963709
United States,29.0258191,New Smyrna Beach Florida USA,-80.9269984
Spain,28.1510447,"Sardina del Norte, Gáldar Grand Canary Island SPAIN",-15.6940661
United States,29.3013479,Galveston Texas USA,-94.7976958
United States,26.192028,"Lauderdale-by-the-Sea, Broward County Florida USA",-80.09643259999999
,,"Two Mile Reef, Sodwana Bay KwaZulu-Natal SOUTH AFRICA",
United States,40.7513503,Off Long Island New York USA,-73.91246600000002
United States,35.1427533,"Pismo Beach, San Luis  Obispo County California USA",-120.6412827
United States,33.3728077,"Dog Patch, San Onofre California USA",-117.56560120000002
United States,29.2556198,"Eight Mile Beach, Galveston Texas USA",-94.8941273
United States,32.317001,Fripp Island South Carolina USA,-80.4966062
United States,34.4696114,"Topsail Island, Pender County North Carolina USA",-77.4719099
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
United States,30.3321838,Jacksonville Florida USA,-81.65565099999998
Australia,-35.0169764,"Conspicuous Beach, near Walpole Western Australia AUSTRALIA",116.861579
United States,30.2400058,"Ponte Vedra Beach, St Johns County Florida USA",-81.3852595
United States,28.138599,Off Tarpon Springs Florida USA,-82.73937500000002
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
Australia,-31.2754745,Point Plomer New South Wales AUSTRALIA,152.9641264
Madagascar,-13.3967519," Ambatolaoka, Nosy Be Island Antsiranana Province MADAGASCAR",48.2071525
United States,29.0258191,New Smyrna Beach Florida USA,-80.9269984
United States,22.2090776,Hanalei Bay Florida USA,-159.5067583
United States,22.2090776,"Hanalei Bay, Kauai Hawaii USA",-159.5067583
South Africa,-33.5977778,"East Beach, Port Alfred Eastern Cape Province SOUTH AFRICA",26.9052778
Egypt,27.9158175,Sharm el-Sheikh  Sinai Peninsula EGYPT,34.3299505
,,Bittern Saint-Benoit REUNION,
New Zealand,-41.2785932,Tahunanui Beach South Island NEW ZEALAND,173.2392251
South Africa,-32.904325,Yellow Sands Point Eastern Cape Province SOUTH AFRICA,28.074338
,,Nara Reef Off Vanua Levu FIJI,
Australia,-20.3496288,"Dent Island, Whitsundays Queensland AUSTRALIA",148.93201430000005
Australia,-33.6795811,"Mona Vale Beach, Sydney New South Wales AUSTRALIA",151.31354850000002
New Zealand,-46.3327479,Cosy Nook South Island NEW ZEALAND,167.7108187
,,Turners' Beach New South Wales AUSTRALIA,
United States,26.7753405,Riviera Beach Florida USA,-80.05809690000002
Guam,13.243245000000002,Achang Reef Merizo GUAM,144.7055118
United States,27.197548,"Stuart, Martin County Florida USA",-80.2528257
,,Oreti Beach South Island NEW ZEALAND,
,,"Atlantis Beach, near Tramandai Rio Grande Do Sul BRAZIL",
Australia,-21.6247834,Archie's Beach Queensland AUSTRALIA,149.2734874
United Arab Emirates,25.148328600000006,"Umm Suqeim Beach, Dubai Dubai UNITED ARAB EMIRATES (UAE)",55.19450910000001
,,Geelong Victoria AUSTRALIA,
,,Fish Hoek Western Province SOUTH AFRICA,
Australia,-10.5799169,Thursday Island Torres Strait AUSTRALIA,142.2193906
,,Quy Nhon  Binh Dinh Province VIETNAM,
,,Quy Nhon  Binh Dinh Province VIETNAM,
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
United States,25.4396585,Elliot Key Florida USA,-80.20005959999997
South Africa,-32.9869161,"Nahoon, East London Eastern Province SOUTH AFRICA",27.9380809
South Africa,-33.5864065,Port Alfred Eastern Cape  Province SOUTH AFRICA,26.885144800000006
Australia,-33.465,Avoca Beach New South Wales AUSTRALIA,151.435
Mozambique,-26.842738800000006,Ponta do Ouro Maputo Province MOZAMBIQUE,32.8859972
Australia,-26.6146347,Mudjimba Island Queensland AUSTRALIA,153.1144871
Australia,-23.5985585,Lamont Reef Queensland AUSTRALIA,152.0282456
South Africa,-31.64093710000001,"Second Beach, Port St. Johns Eastern Cape Province SOUTH AFRICA",29.5299196
South Africa,-29.8556281,"North Beach, Durban KwaZulu-Natal SOUTH AFRICA",31.0403186
New Zealand,-41.171323,Clark Island South Island NEW ZEALAND,174.0225255
Australia,-28.795503000000004,Coffee Head New South Wales AUSTRALIA,153.593831
Australia,-32.6742413,Hawks Nest Beach New South Wales AUSTRALIA,152.1858925
United States,39.945942,"Adventure Aquarium, Camden New Jersey USA",-75.1312033
United States,33.6594835,"Huntington Beach, Orange County California USA",-117.9988026
,,"Lori Wilson Park, Cocoa Beach, Brevard County Florida USA",
,,"Loch Lomond, Marin County California USA",
,,"Jupiter, Palm Beach County Florida USA",
United States,26.934224600000004,"Jupiter, Palm Beach County Florida USA",-80.09420870000002
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Australia,-35.5367772,Second Valley South Australia AUSTRALIA,138.2322002
United States,37.01352079999999,"Davenport, Santa Cruz County California USA",-122.1966597
Australia,-38.360895,Portland Victoria AUSTRALIA,141.6041155
,,Off Vilanculo Inhambane Province MOZAMBIQUE,
Australia,-28.8,Lennox Heads New South Wales AUSTRALIA,153.583333
United States,33.3811408,"San Onofre, San Diego County  California USA",-117.5731016
United States,20.732054100000006,"Kalama Park, Maui Hawaii USA",-156.4532411
Panama,9.408215,Playa La Cabaña  Bocas PANAMA,-82.330162
United Kingdom,56.00824,Deep Sea World Aquarium Fife SCOTLAND,-3.391282
Thailand,,,
United States,33.3728077,"San Onofre State Beach, San Diego County California USA",-117.56560120000002
,,Mewstone Rock Devon UNITED KINGDOM,
United States,24.7209744,"Key Colony Beach, Monroe County Florida USA",-81.0186827
Thailand,,,
Thailand,,,
Brazil,-8.1801557,"Piedade, Recife Pernambuco BRAZIL",-34.9203383
United States,36.3802879,"Corolla, Currituck County North Carolina USA",-75.8307777
Brazil,-8.1801557,"Piedade, Recife Pernambuco BRAZIL",-34.9203383
Thailand,,,
Solomon Islands,-10.5737447,"Kirakira, Makira Island (formerly San Cristobal) Makira-Ulawa Province SOLOMON ISLANDS",161.8096941
United States,33.6594835,"Huntington Beach, Orange County California USA",-117.9988026
South Africa,-34.0476576,Glentana Western Cape Province SOUTH AFRICA,22.3144043
United States,33.128549,"Terramar Beach, Carlsbad, San Diego County California USA",-117.332911
South Africa,-28.801111100000004,Alkantstrand  KwaZulu-Natal SOUTH AFRICA,32.0961111
United States,29.0963729,"Ponce, Volusia County Florida USA",-80.9369983
,,Kawa'a  Hawaii USA,
United States,29.6465938,"Curlew Island, Breton Sound Louisiana USA",-88.96864659999999
The Bahamas,26.868611100000006,Spanish Cay Abaco Islands BAHAMAS,-77.50805559999998
Australia,-28.7264578,Broken Head New South Wales AUSTRALIA,153.5983166
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
Kenya,-4.1115349000000005,Likoni Channel Mombasa KENYA,39.63880870000001
United States,26.1118401,South Padre Island Texas USA,-97.1681257
,,Sant Salvador Catalunya SPAIN,
United States,33.9135061,Holden Beach. Brunswick County North Carolina USA,-78.3038892
United States,30.1776975,"Intracoastal Waterway,      St. Petersburg Florida USA",-91.31899759999999
Vietnam,13.7829673,Quy Nhon  Binh Dinh Province VIETNAM,109.2196634
Thailand,,,
United States,33.3811408,"San Onofre, San Diego County  California USA",-117.5731016
South Africa,-34.37213679999999,"Jogensfontein, Stilbaai Western Cape Province SOUTH AFRICA",21.409187600000006
,,"Daytona Beach, Volusia County Florida USA",
United States,25.4824229,"Biscayne National Park, Miami Florida USA",-80.20831030000002
Australia,-34.8108164,"Seven Mile Beach, Gerroa New South Wales AUSTRALIA",150.757935
United States,35.155253200000004,"Shell Beach, San Luis Obispo County California USA",-120.672395
United States,28.068349600000005,"Melbourne Beach, Brevard County Florida USA",-80.56033029999998
Thailand,,,
,,Habili Gafar St. Johns Reef EGYPT,
,,Habili Gafar St. Johns Reef EGYPT,
,,Habili Gafar St. Johns Reef EGYPT,
,,Onboard the fishing vessel Chin Sheng Fa 13   Off Green Island TAIWAN,
United States,27.977530100000006,"Clearwater Beach, Pinellas County Florida USA",-82.82708459999998
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Guam,13.6538125,Ritidian Point North Region GUAM,144.86019530000004
Thailand,,,
United States,29.9012437,"St. Augustine, St. John's County Florida USA",-81.31243409999998
United States,33.3728077,"San Onofre State Beach, San Diego County California USA",-117.56560120000002
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Philippines,13.7235514,Mabini Batangas province PHILIPPINES,120.907304
United States,26.9291055,"Carlin Park, Jupiter Inlet Florida USA",-80.0691932
United States,27.3378902,"Walton Rocks, St Lucie County Florida USA",-80.23343059999998
United States,19.639994,Kona Hawaii USA,-155.9969261
Australia,-32.750155,Fingal Bay New South Wales AUSTRALIA,152.16318700000005
South Africa,-30.71803,Umtentweni KwaZulu-Natal SOUTH AFRICA,30.46456599999999
United States,32.7157305,San Diego County California USA,-117.1610966
United States,26.4489695,"Sanibel Island, Lee County Florida USA",-82.0223137
,,2-3 km north of Sunday's River mouth Eastern Cape Province SOUTH AFRICA,
South Africa,-31.64093710000001,"Second Beach, Port St. John's Eastern Cape Province SOUTH AFRICA",29.5299196
Australia,-33.353,Blue Bay New South Wales AUSTRALIA,151.501
Australia,-35.8454284,South Broulee New South Wales AUSTRALIA,150.1694166
Australia,-35.7143871,Bateman's Bay New South Wales AUSTRALIA,150.1794707
United States,29.0963729,"Ponce Inlet, Volusia County Florida USA",-80.9369983
Malaysia,6.05,Pulau Payar Island Strait of Malacca MALAYSIA,100.0333333
United States,20.6333333,Alenuihaha Channel Hawaii USA,-156.04166669999995
,,"The Natural Jetty, Rottnest Island Western Australia AUSTRALIA",
New Caledonia,-21.5669347,Bourail South Province NEW CALEDONIA,165.49855209999996
South Africa,-34.100305,Off Cape Point Western Cape Province SOUTH AFRICA,18.8152298
New Zealand,-39.3538149,Taranaki North Island NEW ZEALAND,174.43827209999995
Australia,-33.6302836,Avalon New South Wales AUSTRALIA,151.3297698
Australia,-16.4165016,Batt Reef Queensland AUSTRALIA,145.769012
Australia,-31.4595684,"Shelly Beach, near Port Macquarie New South Wales AUSTRALIA",152.9282743
Australia,-33.8914755,"Bondi Beach, Sydney New South Wales AUSTRALIA",151.2766845
Australia,-33.85889210000001,"Garden Point, Woolloomooloo Sydney Harbour New South Wales AUSTRALIA",151.2294331
,,Quebradillas Puerto Rico USA,
Australia,-32.3789104,Cellito Beach New South Wales AUSTRALIA,152.529459
Australia,-29.6893627,Sandon New South Wales AUSTRALIA,153.3130678
Thailand,,,
Thailand,,,
,20.011737,Guantanamo Bay Guantanamo Province CUBA,-75.12162540000001
New Zealand,-36.97163920000001,Alderman Islands North Island NEW ZEALAND,176.08155109999996
Australia,-35.7600051,"Surf Beach, Batemans Bay New South Wales AUSTRALIA",150.2052861
South Africa,-31.64093710000001,"Second Beach, Port St. John's Eastern Cape Province SOUTH AFRICA",29.5299196
Brazil,-2.484535,Olho d'Água  Maranhão BRAZIL,-44.22420349999999
,,Off Tower Hill Victoria AUSTRALIA,
New Zealand,-45.6118958,Karitane Beach South Island NEW ZEALAND,170.6726784
,,"Shark Alley, off Gansbaai Western Cape Province SOUTH AFRICA",
Australia,-34.53820379999999,"Windang,       Lake Illawara New South Wales AUSTRALIA",150.8659341
Australia,-41.2491264,Binalong Bay Tasmania AUSTRALIA,148.2928957
Australia,-32.7383733,Fingal Beach New South Wales AUSTRALIA,152.181313
New Zealand,-39.1089867,Hawkes Bay North Island NEW ZEALAND,176.7416374
Ecuador,-0.8292374,Isla Isabella Galapagos Islands ECUADOR,-91.135302
New Zealand,-39.6034908,Haumoana  North Island NEW ZEALAND,176.9465597
Cuba,20.1400094,Guantanamo Guantanamo Province CUBA,-75.21289959999999
United States,34.4901665,"North Topsail Beach, Onslow County North Carolina USA",-77.43163
Australia,-32.3521055,Port Kennedy Beach Western Australia AUSTRALIA,115.743421
Australia,-42.317857,near Schouten Island Tasmania AUSTRALIA,148.281927
Australia,-32.4353409,Seal Rocks New South Wales AUSTRALIA,152.525707
Australia,-33.7387381,"Long Reef, north of Sydney New South Wales AUSTRALIA",151.3067872
Australia,-32.3521055,Port Kennedy Beach Western Australia AUSTRALIA,115.743421
United States,38.2507515,"Dillon Beach, Marin County California USA",-122.9652768
New Zealand,-36.8798027,Maraetai North Island NEW ZEALAND,175.0347601
South Africa,-34.057489200000006,Plettenberg Bay Western Cape Province SOUTH AFRICA,23.3644925
Mozambique,-24.9167416,Chidenguele Inhambane Province MOZAMBIQUE,34.1879571
Egypt,25.3095025,Elphinstone Reef Red Sea EGYPT,34.8604345
,,Luzon Strait Batanes Provine PHILIPPINES,
Ecuador,-0.6393592,Santa Cruz Galapagos Islands ECUADOR,-90.33718890000002
Australia,-34.7864711,North Haven South Australia AUSTRALIA,138.49372130000003
Thailand,,,
,,"off Paoay, Ilocos Norte Province Luzon PHILIPPINES",
Australia,-33.7990623,"Oceanworld, Manley New South Wales AUSTRALIA",151.2813631
Thailand,,,
,,Darwin Northern Territory AUSTRALIA,
Australia,-33.0539197,Lake Macquarie New South Wales AUSTRALIA,151.6432586
United States,30.3960324,"Santa Rosa Beach, Walton County Florida USA",-86.2288322
Croatia,43.064569,"Smokvina Bay, Vis Island  Split-Dalmatia Count, CROATIA",16.241867199999998
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,28.9491539,Bethune Beach Florida USA,-80.83783000000003
Australia,-11.1764219,Near Croker Island Northern Territory AUSTRALIA,132.5313457
United States,29.349144899999995,"Ormond-by-the-Sea, Volusia County Florida USA",-81.0664455
,,"Ka'a'awa, Oahu Hawaii USA",
United States,34.6829861,"Surf Beach, Lompoc, Santa Barbara County California USA",-120.6049955
Australia,-28.6396907,"Clarks Beach, Byron Bay New South Wales AUSTRALIA",153.6272755
United States,29.0679807,"Ponce Inlet, New Smyrna Beach, Volusia County Florida USA",-80.9250083
United States,29.0679807,"Ponce Inlet, New Smyrna Beach, Volusia County Florida USA",-80.9250083
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
,,Hutchinson Island Florida USA,
Australia,-28.6524251,"Tallow Beach, Byron Bay New South Wales AUSTRALIA",153.62793369999997
United States,19.4372951,"McKenzie Beach Park in Pahoa, Hawai'i  Hawaii USA",-154.8651908
United Kingdom,51.17811870000001, Lundy Island North Devon ENGLAND,-4.6673073
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,34.4271121,"Surf City, Topsail Island, Pender County North Carolina USA",-77.5460805
United States,26.4489695,"Sanibel Island, Lee County Florida USA",-82.0223137
United States,33.8160058,"North Myrtle Beach, Horry County South Carolina USA",-78.68001600000002
,,Buck Island US Virgin Islands USA,
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,21.289669600000003,"Ala Moana Beach Park, Oah'u Hawaii USA",-157.848485
,,Levys Beach Victoria AUSTRALIA,
Thailand,,,
Panama,8.5193636,Playa Teta San Carlos PANAMA,-79.90382729999997
Thailand,,,
United States,20.963681,"Honokowai, Maui Hawaii USA",-156.68089880000005
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,21.4618181,"Lahilahi Point, Oahu Hawaii USA",-158.21134080000004
United States,34.4271121,"Surf City, Topsail Island, Pender County North Carolina USA",-77.5460805
United States,34.4696114,"Topsail Island, Pender County North Carolina USA",-77.4719099
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
Thailand,,,
United States,34.0351726,"Carolina Beach, New Hanover County North Carolina USA",-77.8935966
United States,32.8194131,"Isle of Palms, Charleston County South Carolina USA",-79.7343791
United States,34.6779399,"Emerald Isle, Carteret County North Carolina USA",-76.95077619999998
